intent,pattern,response_type,is_master,response
standar_teknis_aplikasi_khusus_identifikasi_kebutuhan_dan_analisis,apakah standar teknis aplikasi khusus identifikasi kebutuhan dan analisis bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop identifikasi kebutuhan dan analisis dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-identifikasi-kebutuhan-dan-analisis/""}"
standar_teknis_aplikasi_khusus_identifikasi_kebutuhan_dan_analisis,dimana layanan standar teknis aplikasi khusus identifikasi kebutuhan dan analisis dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop identifikasi kebutuhan dan analisis dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-identifikasi-kebutuhan-dan-analisis/""}"
standar_teknis_aplikasi_khusus_identifikasi_kebutuhan_dan_analisis,berapa biaya untuk standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?,static,false,"{""type"": ""text"",""body"": ""untuk sop identifikasi kebutuhan dan analisis dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-identifikasi-kebutuhan-dan-analisis/""}"
standar_teknis_aplikasi_khusus_identifikasi_kebutuhan_dan_analisis,bagaimana alur lengkap standar teknis aplikasi khusus identifikasi kebutuhan dan analisis dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop identifikasi kebutuhan dan analisis dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-identifikasi-kebutuhan-dan-analisis/""}"
standar_teknis_aplikasi_khusus_identifikasi_kebutuhan_dan_analisis,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?,static,false,"{""type"": ""text"",""body"": ""untuk sop identifikasi kebutuhan dan analisis dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-identifikasi-kebutuhan-dan-analisis/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,apa itu standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,bagaimana prosedur standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,apa syarat untuk standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,berapa lama proses standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,apakah standar teknis aplikasi khusus perancangan pemodelan sistem bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,dimana layanan standar teknis aplikasi khusus perancangan pemodelan sistem dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,berapa biaya untuk standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,bagaimana alur lengkap standar teknis aplikasi khusus perancangan pemodelan sistem dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,apa itu standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,bagaimana prosedur standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,apa syarat untuk standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,berapa lama proses standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,apakah standar teknis aplikasi khusus perancangan antarmuka sistem bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,dimana layanan standar teknis aplikasi khusus perancangan antarmuka sistem dilakukan?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,berapa biaya untuk standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,bagaimana alur lengkap standar teknis aplikasi khusus perancangan antarmuka sistem dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,apa itu standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,bagaimana prosedur standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,apa syarat untuk standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,berapa lama proses standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,apakah standar teknis aplikasi khusus pembuatan baris kode program coding bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,dimana layanan standar teknis aplikasi khusus pembuatan baris kode program coding dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,berapa biaya untuk standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,bagaimana alur lengkap standar teknis aplikasi khusus pembuatan baris kode program coding dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,apa itu standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,bagaimana prosedur standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,apa syarat untuk standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,berapa lama proses standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,apakah standar teknis aplikasi khusus uji coba fungsi bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,dimana layanan standar teknis aplikasi khusus uji coba fungsi dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,berapa biaya untuk standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,bagaimana alur lengkap standar teknis aplikasi khusus uji coba fungsi dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,apa itu standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,bagaimana prosedur standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,apa syarat untuk standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,berapa lama proses standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,apakah standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,dimana layanan standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,berapa biaya untuk standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,bagaimana alur lengkap standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,apa itu standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,bagaimana prosedur standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,apa syarat untuk standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,berapa lama proses standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,apakah standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,dimana layanan standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,berapa biaya untuk standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,bagaimana alur lengkap standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,apa itu standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,bagaimana prosedur standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,apa syarat untuk standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,berapa lama proses standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,apakah standar teknis aplikasi khusus user acceptance test UAT bisa diajukan online?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,dimana layanan standar teknis aplikasi khusus user acceptance test UAT dilakukan?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,berapa biaya untuk standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,bagaimana alur lengkap standar teknis aplikasi khusus user acceptance test UAT dari awal sampai selesai?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_rilis_aplikasi_berbasis_web_pemilihan_nama_subdomain,apa itu standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?,static,false,"{""type"": ""text"",""body"": ""untuk sop perilisn aplikasi berbasis web dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-rilis-aplikasi-berbasis-web-pemilihan-nama-subdomain/""}"
standar_teknis_aplikasi_khusus_rilis_aplikasi_berbasis_web_pemilihan_nama_subdomain,bagaimana prosedur standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?,static,false,"{""type"": ""text"",""body"": ""untuk sop perilisn aplikasi berbasis web dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-rilis-aplikasi-berbasis-web-pemilihan-nama-subdomain/""}"
standar_teknis_aplikasi_khusus_rilis_aplikasi_berbasis_web_pemilihan_nama_subdomain,apa syarat untuk standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?,static,false,"{""type"": ""text"",""body"": ""untuk sop perilisn aplikasi berbasis web dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-rilis-aplikasi-berbasis-web-pemilihan-nama-subdomain/""}"
standar_teknis_aplikasi_khusus_rilis_aplikasi_berbasis_web_pemilihan_nama_subdomain,dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?,static,false,"{""type"": ""text"",""body"": ""untuk sop perilisn aplikasi berbasis web dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-rilis-aplikasi-berbasis-web-pemilihan-nama-subdomain/""}"
