intent,pattern,response_type,is_master,response
standar_teknis_aplikasi_berbasis_mobile_autentikasi_dan_manajemen_sesi,apa itu standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?|bagaimana prosedur standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?|apa syarat untuk standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?|berapa lama proses standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?|apakah standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi bisa diajukan online?|dimana layanan standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi dilakukan?|berapa biaya untuk standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?|bagaimana alur lengkap standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi berbasis mobile autentikasi dan manajemen sesi?,kb,false,"{""type"": ""text"", ""body"": ""Terpenuhinya fungsi autentikasi dan manajemen sesi dilakukan dengan:\n  a. menerapkan autentikasi pada remote endpoint terhadap aplikasi yang menyediakan akses pengguna untuk layanan jarak jauh;\n  b. menggunakan session identifier yang acak tanpa perlu mengirimkan kredensial pengguna apabila menggunakan stateful manajemen sesi;\n  c. memastikan server menyediakan token yang telah ditandatangani menggunakan algoritma yang aman apabila menggunakan autentikasi stateless berbasis token;\n  d. memastikan remote endpoint memutus sesi yang ada saat pengguna logout;\n  e. menerapkan pengaturan sandi pada remote endpoint;\n  f. membatasi jumlah percobaan login pada remote endpoint;\n  g. menentukan masa berlaku sesi dan masa kadaluwarsa token pada remote endpoint; dan\n  h. melakukan otorisasi pada remote endpoint.""}"
standar_teknis_aplikasi_berbasis_mobile_komunikasi_jaringan,apa itu standar teknis aplikasi berbasis mobile komunikasi jaringan?|bagaimana prosedur standar teknis aplikasi berbasis mobile komunikasi jaringan?|apa syarat untuk standar teknis aplikasi berbasis mobile komunikasi jaringan?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi berbasis mobile komunikasi jaringan?|berapa lama proses standar teknis aplikasi berbasis mobile komunikasi jaringan?|apakah standar teknis aplikasi berbasis mobile komunikasi jaringan bisa diajukan online?|dimana layanan standar teknis aplikasi berbasis mobile komunikasi jaringan dilakukan?|berapa biaya untuk standar teknis aplikasi berbasis mobile komunikasi jaringan?|bagaimana alur lengkap standar teknis aplikasi berbasis mobile komunikasi jaringan dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi berbasis mobile komunikasi jaringan?,kb,false,"{""type"": ""text"", ""body"": ""Terpenuhinya fungsi komunikasi jaringan dilakukan dengan:\n  a. menerapkan secure socket layer atau transport layer security yang tidak obsolete secara konsisten; dan\n  b. memverifikasi sertifikat remote endpoint.""}"
standar_teknis_aplikasi_berbasis_mobile_interaksi_platform,apa itu standar teknis aplikasi berbasis mobile interaksi platform?|bagaimana prosedur standar teknis aplikasi berbasis mobile interaksi platform?|apa syarat untuk standar teknis aplikasi berbasis mobile interaksi platform?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi berbasis mobile interaksi platform?|berapa lama proses standar teknis aplikasi berbasis mobile interaksi platform?|apakah standar teknis aplikasi berbasis mobile interaksi platform bisa diajukan online?|dimana layanan standar teknis aplikasi berbasis mobile interaksi platform dilakukan?|berapa biaya untuk standar teknis aplikasi berbasis mobile interaksi platform?|bagaimana alur lengkap standar teknis aplikasi berbasis mobile interaksi platform dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi berbasis mobile interaksi platform?,kb,false,"{""type"": ""text"", ""body"": ""Terpenuhinya fungsi interaksi platform dilakukan dengan:\n  a. memastikan aplikasi hanya meminta akses terhadap sumber daya yang diperlukan;\n  b. melakukan validasi terhadap seluruh input dari sumber eksternal dan pengguna;\n  c. menghindari pengiriman fungsionalitas sensitif melalui skema custom uniform resource locator dan fasilitas inter process communication;\n  d. menghindari penggunaan JavaScript dalam WebView;\n  e. menggunakan protokol hypertext transfer protocol secure pada WebView; dan\n  f. mengimplementasikan penggunaan serialisasi API yang aman.""}"
standar_teknis_aplikasi_berbasis_mobile_kualitas_kode_dan_pengaturan_build,apa itu standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?|bagaimana prosedur standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?|apa syarat untuk standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?|berapa lama proses standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?|apakah standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build bisa diajukan online?|dimana layanan standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build dilakukan?|berapa biaya untuk standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?|bagaimana alur lengkap standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi berbasis mobile kualitas kode dan pengaturan build?,kb,false,"{""type"": ""text"", ""body"": ""Terpenuhinya fungsi kualitas kode dan pengaturan build dilakukan dengan:\n  a. menandatangani aplikasi dengan sertifikat yang valid;\n  b. memastikan aplikasi dalam mode rilis;\n  c. menghapus simbol debugging dari native binary;\n  d. menghapus kode debugging dan kode bantuan pengembang;\n  e. mengidentifikasi kelemahan seluruh komponen third party;\n  f. menentukan mekanisme penanganan error;\n  g. mengelola memori secara aman; dan\n  h. mengaktifkan fitur keamanan yang tersedia.""}"
standar_teknis_aplikasi_berbasis_mobile_ketahanan,apa itu standar teknis aplikasi berbasis mobile ketahanan?|bagaimana prosedur standar teknis aplikasi berbasis mobile ketahanan?|apa syarat untuk standar teknis aplikasi berbasis mobile ketahanan?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi berbasis mobile ketahanan?|berapa lama proses standar teknis aplikasi berbasis mobile ketahanan?|apakah standar teknis aplikasi berbasis mobile ketahanan bisa diajukan online?|dimana layanan standar teknis aplikasi berbasis mobile ketahanan dilakukan?|berapa biaya untuk standar teknis aplikasi berbasis mobile ketahanan?|bagaimana alur lengkap standar teknis aplikasi berbasis mobile ketahanan dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi berbasis mobile ketahanan?,kb,false,"{""type"": ""text"", ""body"": ""Terpenuhinya fungsi ketahanan dilakukan dengan:\n  a. mencegah aplikasi berjalan pada perangkat yang telah dilakukan modifikasi yang tidak sah;\n  b. mendeteksi dan merespons debugger;\n  c. mencegah executable file melakukan perubahan pada sumber daya perangkat;\n  d. mendeteksi dan merespons keberadaan perangkat reverse engineering;\n  e. mencegah aplikasi berjalan dalam emulator;\n  f. mendeteksi perubahan kode dan data di ruang memori;\n  g. menerapkan fungsi device binding dengan menggunakan property unik pada perangkat;\n  h. melindungi seluruh file dan library pada aplikasi; dan\n  i. menerapkan metode obfuscation.""}"
standar_teknis_aplikasi_berbasis_mobile_ketentuan_lain,apa itu standar teknis aplikasi berbasis mobile ketentuan lain?|bagaimana prosedur standar teknis aplikasi berbasis mobile ketentuan lain?|apa syarat untuk standar teknis aplikasi berbasis mobile ketentuan lain?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi berbasis mobile ketentuan lain?|berapa lama proses standar teknis aplikasi berbasis mobile ketentuan lain?|apakah standar teknis aplikasi berbasis mobile ketentuan lain bisa diajukan online?|dimana layanan standar teknis aplikasi berbasis mobile ketentuan lain dilakukan?|berapa biaya untuk standar teknis aplikasi berbasis mobile ketentuan lain?|bagaimana alur lengkap standar teknis aplikasi berbasis mobile ketentuan lain dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi berbasis mobile ketentuan lain?,kb,false,"{""type"": ""text"", ""body"": ""a. pembangunan dan pengembangan aplikasi pada saat dikembangkan menggunakan bahasa pemrograman, framework, dan/atau perangkat lunak pendukung yang tidak memiliki kerentanan;\n  b. antar muka atau user interface aplikasi responsive;\n  c. tidak diperkenankan menyisipkan iklan komersial (mobile adsense) pada aplikasi;\n  d. pengembang aplikasi menyediakan kelengkapan kebutuhan publikasi aplikasi mobile;\n  e. pengembang aplikasi menyediakan dokumen teknis aplikasi;\n  f. akun yang digunakan untuk mempublikasikan aplikasi mobile harus menggunakan akun yang dikelola oleh Pemerintah Kabupaten Tegal dan aplikasi mobile mengikuti kebijakan penyedia platform distribusi aplikasi resmi untuk perangkat berbasis mobile;\n  g. pengembang aplikasi mobile wajib menyerahkan kode sumber kepada instansi pemilik aplikasi dan/atau PD yang menyelenggarakan urusan pemerintahan di bidang komunikasi dan informatika; dan\n  h. dalam hal pengembangan aplikasi memerlukan akses ke data yang dimiliki oleh Pemerintah Kabupaten Tegal, pengembang wajib menjaga kerahasiaan data yang dituangkan dalam Non-Disclosure Agreement (NDA) antara pengembang dan pemilik data.""}"
standar_teknis_aplikasi_khusus_perencanaan_sistem_baru,apa itu standar teknis aplikasi khusus perencanaan sistem baru?|bagaimana prosedur standar teknis aplikasi khusus perencanaan sistem baru?|apa syarat untuk standar teknis aplikasi khusus perencanaan sistem baru?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perencanaan sistem baru?|berapa lama proses standar teknis aplikasi khusus perencanaan sistem baru?|apakah standar teknis aplikasi khusus perencanaan sistem baru bisa diajukan online?|dimana layanan standar teknis aplikasi khusus perencanaan sistem baru dilakukan?|berapa biaya untuk standar teknis aplikasi khusus perencanaan sistem baru?|bagaimana alur lengkap standar teknis aplikasi khusus perencanaan sistem baru dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perencanaan sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop perencanaan sistem baru dapat dilihat di sini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perencanaan-sistem-baru/""}"
standar_teknis_aplikasi_khusus_perencanaan_pengembangan_sistem,apa itu standar teknis aplikasi khusus perencanaan pengembangan sistem?|bagaimana prosedur standar teknis aplikasi khusus perencanaan pengembangan sistem?|apa syarat untuk standar teknis aplikasi khusus perencanaan pengembangan sistem?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perencanaan pengembangan sistem?|berapa lama proses standar teknis aplikasi khusus perencanaan pengembangan sistem?|apakah standar teknis aplikasi khusus perencanaan pengembangan sistem bisa diajukan online?|dimana layanan standar teknis aplikasi khusus perencanaan pengembangan sistem dilakukan?|berapa biaya untuk standar teknis aplikasi khusus perencanaan pengembangan sistem?|bagaimana alur lengkap standar teknis aplikasi khusus perencanaan pengembangan sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perencanaan pengembangan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perencanaan dan pengembangan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perencanaan-pengembangan-sistem/""}"
standar_teknis_aplikasi_khusus_perencanaan_pengadopsian_sistem,apa itu standar teknis aplikasi khusus perencanaan pengadopsian sistem?|bagaimana prosedur standar teknis aplikasi khusus perencanaan pengadopsian sistem?|apa syarat untuk standar teknis aplikasi khusus perencanaan pengadopsian sistem?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perencanaan pengadopsian sistem?|berapa lama proses standar teknis aplikasi khusus perencanaan pengadopsian sistem?|apakah standar teknis aplikasi khusus perencanaan pengadopsian sistem bisa diajukan online?|dimana layanan standar teknis aplikasi khusus perencanaan pengadopsian sistem dilakukan?|berapa biaya untuk standar teknis aplikasi khusus perencanaan pengadopsian sistem?|bagaimana alur lengkap standar teknis aplikasi khusus perencanaan pengadopsian sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perencanaan pengadopsian sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perencanaan pengadopsian sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perencanaan-pengadopsian-sistem/""}"
standar_teknis_aplikasi_khusus_perencanaan_integrasi_sistem,apa itu standar teknis aplikasi khusus perencanaan integrasi sistem?|bagaimana prosedur standar teknis aplikasi khusus perencanaan integrasi sistem?|apa syarat untuk standar teknis aplikasi khusus perencanaan integrasi sistem?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perencanaan integrasi sistem?|berapa lama proses standar teknis aplikasi khusus perencanaan integrasi sistem?|apakah standar teknis aplikasi khusus perencanaan integrasi sistem bisa diajukan online?|dimana layanan standar teknis aplikasi khusus perencanaan integrasi sistem dilakukan?|berapa biaya untuk standar teknis aplikasi khusus perencanaan integrasi sistem?|bagaimana alur lengkap standar teknis aplikasi khusus perencanaan integrasi sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perencanaan integrasi sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perencanaan integrasi sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perencanaan-integrasi-sistem/""}"
standar_teknis_aplikasi_khusus_identifikasi_kebutuhan_dan_analisis,apa itu standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?|bagaimana prosedur standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?|apa syarat untuk standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?|berapa lama proses standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?|apakah standar teknis aplikasi khusus identifikasi kebutuhan dan analisis bisa diajukan online?|dimana layanan standar teknis aplikasi khusus identifikasi kebutuhan dan analisis dilakukan?|berapa biaya untuk standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?|bagaimana alur lengkap standar teknis aplikasi khusus identifikasi kebutuhan dan analisis dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus identifikasi kebutuhan dan analisis?,static,false,"{""type"": ""text"",""body"": ""untuk sop identifikasi kebutuhan dan analisis dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-identifikasi-kebutuhan-dan-analisis/""}"
standar_teknis_aplikasi_khusus_perancangan_pemodelan_sistem,apa itu standar teknis aplikasi khusus perancangan pemodelan sistem?|bagaimana prosedur standar teknis aplikasi khusus perancangan pemodelan sistem?|apa syarat untuk standar teknis aplikasi khusus perancangan pemodelan sistem?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perancangan pemodelan sistem?|berapa lama proses standar teknis aplikasi khusus perancangan pemodelan sistem?|apakah standar teknis aplikasi khusus perancangan pemodelan sistem bisa diajukan online?|dimana layanan standar teknis aplikasi khusus perancangan pemodelan sistem dilakukan?|berapa biaya untuk standar teknis aplikasi khusus perancangan pemodelan sistem?|bagaimana alur lengkap standar teknis aplikasi khusus perancangan pemodelan sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perancangan pemodelan sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop perancangan pemodelan sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-pemodelan-sistem/""}"
standar_teknis_aplikasi_khusus_perancangan_antarmuka_sistem,apa itu standar teknis aplikasi khusus perancangan antarmuka sistem?|bagaimana prosedur standar teknis aplikasi khusus perancangan antarmuka sistem?|apa syarat untuk standar teknis aplikasi khusus perancangan antarmuka sistem?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus perancangan antarmuka sistem?|berapa lama proses standar teknis aplikasi khusus perancangan antarmuka sistem?|apakah standar teknis aplikasi khusus perancangan antarmuka sistem bisa diajukan online?|dimana layanan standar teknis aplikasi khusus perancangan antarmuka sistem dilakukan?|berapa biaya untuk standar teknis aplikasi khusus perancangan antarmuka sistem?|bagaimana alur lengkap standar teknis aplikasi khusus perancangan antarmuka sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus perancangan antarmuka sistem?,static,false,"{""type"": ""text"",""body"": ""https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-perancangan-antarmuka-sistem/""}"
standar_teknis_aplikasi_khusus_pembuatan_baris_kode_program_coding,apa itu standar teknis aplikasi khusus pembuatan baris kode program coding?|bagaimana prosedur standar teknis aplikasi khusus pembuatan baris kode program coding?|apa syarat untuk standar teknis aplikasi khusus pembuatan baris kode program coding?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus pembuatan baris kode program coding?|berapa lama proses standar teknis aplikasi khusus pembuatan baris kode program coding?|apakah standar teknis aplikasi khusus pembuatan baris kode program coding bisa diajukan online?|dimana layanan standar teknis aplikasi khusus pembuatan baris kode program coding dilakukan?|berapa biaya untuk standar teknis aplikasi khusus pembuatan baris kode program coding?|bagaimana alur lengkap standar teknis aplikasi khusus pembuatan baris kode program coding dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus pembuatan baris kode program coding?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan kode program dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-baris-kode-program-coding/""}"
standar_teknis_aplikasi_khusus_uji_coba_fungsi,apa itu standar teknis aplikasi khusus uji coba fungsi?|bagaimana prosedur standar teknis aplikasi khusus uji coba fungsi?|apa syarat untuk standar teknis aplikasi khusus uji coba fungsi?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus uji coba fungsi?|berapa lama proses standar teknis aplikasi khusus uji coba fungsi?|apakah standar teknis aplikasi khusus uji coba fungsi bisa diajukan online?|dimana layanan standar teknis aplikasi khusus uji coba fungsi dilakukan?|berapa biaya untuk standar teknis aplikasi khusus uji coba fungsi?|bagaimana alur lengkap standar teknis aplikasi khusus uji coba fungsi dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus uji coba fungsi?,static,false,"{""type"": ""text"",""body"": ""untuk sop uji coba fungsi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-uji-coba-fungsi/""}"
standar_teknis_aplikasi_khusus_pembuatan_dokumentasi_teknis_aplikasi,apa itu standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?|bagaimana prosedur standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?|apa syarat untuk standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?|berapa lama proses standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?|apakah standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi bisa diajukan online?|dimana layanan standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi dilakukan?|berapa biaya untuk standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?|bagaimana alur lengkap standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus pembuatan dokumentasi teknis aplikasi?,static,false,"{""type"": ""text"",""body"": ""untuk sop pembuatan dokumentasi teknis aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-pembuatan-dokumentasi-teknis-aplikasi/""}"
standar_teknis_aplikasi_khusus_migrasi_dari_sistem_lama_ke_sistem_baru,apa itu standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?|bagaimana prosedur standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?|apa syarat untuk standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?|berapa lama proses standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?|apakah standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru bisa diajukan online?|dimana layanan standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru dilakukan?|berapa biaya untuk standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?|bagaimana alur lengkap standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus migrasi dari sistem lama ke sistem baru?,static,false,"{""type"": ""text"",""body"": ""untuk sop migrasi sistem lama ke sistem baru dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-migrasi-dari-sistem-lama-ke-sistem-baru/""}"
standar_teknis_aplikasi_khusus_user_acceptance_test_uat,apa itu standar teknis aplikasi khusus user acceptance test UAT?|bagaimana prosedur standar teknis aplikasi khusus user acceptance test UAT?|apa syarat untuk standar teknis aplikasi khusus user acceptance test UAT?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus user acceptance test UAT?|berapa lama proses standar teknis aplikasi khusus user acceptance test UAT?|apakah standar teknis aplikasi khusus user acceptance test UAT bisa diajukan online?|dimana layanan standar teknis aplikasi khusus user acceptance test UAT dilakukan?|berapa biaya untuk standar teknis aplikasi khusus user acceptance test UAT?|bagaimana alur lengkap standar teknis aplikasi khusus user acceptance test UAT dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus user acceptance test UAT?,static,false,"{""type"": ""text"",""body"": ""untuk sop user acceptance test dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-user-acceptance-test-uat/""}"
standar_teknis_aplikasi_khusus_rilis_aplikasi_berbasis_web_pemilihan_nama_subdomain,apa itu standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?|bagaimana prosedur standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?|apa syarat untuk standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?|berapa lama proses standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?|apakah standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain bisa diajukan online?|dimana layanan standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain dilakukan?|berapa biaya untuk standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?|bagaimana alur lengkap standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus rilis aplikasi berbasis web pemilihan nama subdomain?,static,false,"{""type"": ""text"",""body"": ""untuk sop perilisn aplikasi berbasis web dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-rilis-aplikasi-berbasis-web-pemilihan-nama-subdomain/""}"
standar_teknis_aplikasi_khusus_rilis_aplikasi_berbasis_mobile,apa itu standar teknis aplikasi khusus rilis aplikasi berbasis mobile?|bagaimana prosedur standar teknis aplikasi khusus rilis aplikasi berbasis mobile?|apa syarat untuk standar teknis aplikasi khusus rilis aplikasi berbasis mobile?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus rilis aplikasi berbasis mobile?|berapa lama proses standar teknis aplikasi khusus rilis aplikasi berbasis mobile?|apakah standar teknis aplikasi khusus rilis aplikasi berbasis mobile bisa diajukan online?|dimana layanan standar teknis aplikasi khusus rilis aplikasi berbasis mobile dilakukan?|berapa biaya untuk standar teknis aplikasi khusus rilis aplikasi berbasis mobile?|bagaimana alur lengkap standar teknis aplikasi khusus rilis aplikasi berbasis mobile dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus rilis aplikasi berbasis mobile?,static,false,"{""type"": ""text"",""body"": ""untuk sop perilisan aplikasi berbasis mobile dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-rilis-aplikasi-berbasis-mobile/""}"
standar_teknis_aplikasi_khusus_sosialisasi_dan_pelatihan,apa itu standar teknis aplikasi khusus sosialisasi dan pelatihan?|bagaimana prosedur standar teknis aplikasi khusus sosialisasi dan pelatihan?|apa syarat untuk standar teknis aplikasi khusus sosialisasi dan pelatihan?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus sosialisasi dan pelatihan?|berapa lama proses standar teknis aplikasi khusus sosialisasi dan pelatihan?|apakah standar teknis aplikasi khusus sosialisasi dan pelatihan bisa diajukan online?|dimana layanan standar teknis aplikasi khusus sosialisasi dan pelatihan dilakukan?|berapa biaya untuk standar teknis aplikasi khusus sosialisasi dan pelatihan?|bagaimana alur lengkap standar teknis aplikasi khusus sosialisasi dan pelatihan dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus sosialisasi dan pelatihan?,static,false,"{""type"": ""text"",""body"": ""untuk sop sosialisai dan pelatihan aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-sosialisasi-dan-pelatihan/""}"
standar_teknis_aplikasi_khusus_verifikasi_dan_validasi_serta_penerbitan_konten,apa itu standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?|bagaimana prosedur standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?|apa syarat untuk standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?|berapa lama proses standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?|apakah standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten bisa diajukan online?|dimana layanan standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten dilakukan?|berapa biaya untuk standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?|bagaimana alur lengkap standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus verifikasi dan validasi serta penerbitan konten?,static,false,"{""type"": ""text"",""body"": ""untuk sop verifikasi dan validasi serta pembuatan konten aplikasi dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-verifikasi-dan-validasi-serta-penerbitan-konten/""}"
standar_teknis_aplikasi_khusus_evaluasi_sistem,apa itu standar teknis aplikasi khusus evaluasi sistem?|bagaimana prosedur standar teknis aplikasi khusus evaluasi sistem?|apa syarat untuk standar teknis aplikasi khusus evaluasi sistem?|dokumen apa yang dibutuhkan untuk standar teknis aplikasi khusus evaluasi sistem?|berapa lama proses standar teknis aplikasi khusus evaluasi sistem?|apakah standar teknis aplikasi khusus evaluasi sistem bisa diajukan online?|dimana layanan standar teknis aplikasi khusus evaluasi sistem dilakukan?|berapa biaya untuk standar teknis aplikasi khusus evaluasi sistem?|bagaimana alur lengkap standar teknis aplikasi khusus evaluasi sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala standar teknis aplikasi khusus evaluasi sistem?,static,false,"{""type"": ""text"",""body"": ""untuk sop terkait evaluasi sistem dapat dilihat disini https://diskominfo.tegalkab.go.id/standar-teknis-aplikasi-khusus-evaluasi-sistem/""}"
